path,size,modified_at,git_status,category,ownership_class,referenced_by,runtime_relevance,confidence,recommended_action,reason,snapshot_status,snapshot_reason,restoration_required
frontend/node_modules/rxjs/internal/Subscriber.js.map,6000,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/Subscription.d.ts,2790,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/Subscription.js,5302,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/Subscription.js.map,3843,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/symbol/iterator.d.ts,185,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/symbol/iterator.js,395,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/symbol/iterator.js.map,341,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/symbol/observable.d.ts,120,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/symbol/observable.js,233,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/symbol/observable.js.map,229,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/symbol/rxSubscriber.d.ts,229,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/symbol/rxSubscriber.js,326,2026-08-27T19:56:16,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/symbol/rxSubscriber.js.map,320,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/ColdObservable.d.ts,783,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/ColdObservable.js,2349,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/ColdObservable.js.map,1254,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/HotObservable.d.ts,920,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/HotObservable.js,2257,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/HotObservable.js.map,1231,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/SubscriptionLog.d.ts,171,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/SubscriptionLog.js,499,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/SubscriptionLog.js.map,317,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/SubscriptionLoggable.d.ts,286,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/SubscriptionLoggable.js,931,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/SubscriptionLoggable.js.map,668,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/TestMessage.d.ts,160,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/TestMessage.js,116,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/TestMessage.js.map,119,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/TestScheduler.d.ts,2750,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/TestScheduler.js,16312,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/testing/TestScheduler.js.map,11152,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/types.d.ts,3483,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/types.js,110,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/types.js.map,96,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/applyMixins.d.ts,79,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/applyMixins.js,571,2026-08-27T19:56:14,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/applyMixins.js.map,625,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/ArgumentOutOfRangeError.d.ts,482,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/ArgumentOutOfRangeError.js,555,2026-08-27T19:56:14,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/ArgumentOutOfRangeError.js.map,490,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/canReportError.d.ts,402,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/canReportError.js,649,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/canReportError.js.map,452,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/EmptyError.d.ts,344,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/EmptyError.js,453,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/EmptyError.js.map,451,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/errorObject.d.ts,39,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/errorObject.js,149,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/errorObject.js.map,167,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/hostReportError.d.ts,210,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/hostReportError.js,244,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/hostReportError.js.map,239,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/identity.d.ts,46,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/identity.js,181,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/identity.js.map,179,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/Immediate.d.ts,328,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/Immediate.js,814,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/Immediate.js.map,845,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isArray.d.ts,58,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isArray.js,237,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isArray.js.map,273,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isArrayLike.d.ts,68,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isArrayLike.js,227,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isArrayLike.js.map,250,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isDate.d.ts,59,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isDate.js,215,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isDate.js.map,221,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isFunction.d.ts,59,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isFunction.js,211,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isFunction.js.map,199,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isInteropObservable.d.ts,220,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isInteropObservable.js,341,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isInteropObservable.js.map,259,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isIterable.d.ts,120,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isIterable.js,297,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isIterable.js.map,238,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isNumeric.d.ts,69,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isNumeric.js,283,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isNumeric.js.map,281,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isObject.d.ts,55,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isObject.js,215,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isObject.js.map,215,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isObservable.d.ts,218,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isObservable.js,367,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isObservable.js.map,322,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isPromise.d.ts,259,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isPromise.js,272,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isPromise.js.map,262,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isScheduler.d.ts,115,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isScheduler.js,241,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/isScheduler.js.map,221,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/noop.d.ts,38,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/noop.js,150,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/noop.js.map,142,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/not.d.ts,69,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
